text	label
- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .	[('LOC', 10, 11), ('LOC', 15, 15)]
PRESS DIGEST - Lebanon - Aug 22 .	[('LOC', 3, 3)]
BEIRUT 1996-08-22	[('LOC', 0, 0)]
These are the leading stories in the Beirut press on Thursday .	[('LOC', 7, 7)]
Reuters has not verified these stories and does not vouch for their accuracy .	[('ORG', 0, 0)]
AN-NAHAR	[('ORG', 0, 0)]
- Confrontation is escalating between Hizbollah and the government .	[('ORG', 5, 5)]
- Prime Minister Hariri : Israeli threats do no serve peace .	[('PER', 3, 3), ('MISC', 5, 5)]
AS-SAFIR	[('ORG', 0, 0)]
- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .	[('PER', 3, 3), ('LOC', 5, 5), ('LOC', 11, 11), ('LOC', 13, 13)]
- Parliamentary battle in Beirut ..	[('LOC', 4, 4)]
The three main lists have been prepared .	[]
AL-ANWAR	[('ORG', 0, 0)]
- Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .	[('LOC', 12, 13)]
AD-DIYAR	[('ORG', 0, 0)]
- Financial negotiations between Lebanon and Pakistan .	[('LOC', 4, 4), ('LOC', 6, 6)]
- Hariri to step into the election battle with an incomplete list .	[('PER', 1, 1)]
NIDA'A AL-WATAN	[('ORG', 0, 1)]
- Maronite Patriarch Sfeir expressed sorrow over the violations in Sunday ' elections .	[('ORG', 1, 1), ('PER', 3, 3)]
CME live and feeder cattle calls range mixed .	[('ORG', 0, 0)]
CHICAGO 1996-08-22	[('LOC', 0, 0)]
Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .	[('ORG', 3, 3)]
The continued strong tone to cash cattle and beef markets should prompt further support .	[]
Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .	[]
However , trade will likely be light and prices could drift on evening up ahead of the report .	[]
Cash markets are also expected to be quiet after the record amount of feedlot cattle traded this week , they said .	[]
Kindercare says debt buy to hit Q1 results .	[]
MONTGOMERY , Ala .	[('LOC', 0, 0), ('LOC', 2, 2)]
1996-08-22	[]
KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .	[('ORG', 0, 3)]
The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .	[]
The notes were bought for $ 31.5 million .	[]
"Philip Maslowe , chief financial officer of the preschool and child care company , said the buyback "" offered an opportunity to reduce the company 's weighted average interest costs and improve future cash flows and earnings . """	[('PER', 0, 1)]
RESEARCH ALERT - Lehman starts SNET .	[('ORG', 3, 3), ('ORG', 5, 5)]
-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .	[('ORG', 1, 1), ('ORG', 6, 10), ('PER', 3, 4)]
-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .	[]
-- The analyst also set an earnings estimate for the 1997 year , but the figure was not immediately available .	[]
-- Southern New England closed at 38-1/2 Wednesday .	[('ORG', 1, 3)]
-- E. Auchard , Wall Street bureau , 212-859-1736	[('ORG', 4, 6), ('PER', 1, 2)]
Gateway Data Sciences Q2 net rises .	[('ORG', 0, 2)]
PHOENIX 1996-08-22	[('LOC', 0, 0)]
Summary of Consolidated Financial Data	[('ORG', 2, 4)]
( In Thousands , except per share data )	[]
Six Months Ended Quarter Ended	[]
Jul 31 , Jul 31 , Jul 31 , Jul 31 ,	[]
1996 1995 1996 1995	[]
Income Statement Data :	[]
Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507	[]
Software Revenue 2,383 1,558 1,086 1,074	[]
Services Revenue 1,154 692 624 465	[]
Operating Income 906 962 599 515	[]
Net Income 821 512 565 301	[]
Earnings Per Share 0.31 0.34 0.19 0.20	[]
Jul 31 , 1996 Jan 31 , 1996	[]
Balance Sheet Data :	[]
Working Capital $ 5,755 ( $ 881 )	[]
Cash and Cash Equivalents 2,386 93	[]
Total Assets 14,196 7,138	[]
Shareholders ' Equity 5,951 ( 1,461 )	[]
Greek socialists give PM green light for election .	[('MISC', 0, 0)]
ATHENS 1996-08-22	[('LOC', 0, 0)]
The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .	[('PER', 10, 11), ('PER', 25, 26), ('MISC', 1, 1)]
Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .	[('PER', 2, 3), ('PER', 18, 18)]
-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4	[('ORG', 4, 5), ('PER', 1, 2)]
PRESS DIGEST - France - Le Monde Aug 22 .	[('ORG', 5, 6), ('LOC', 3, 3)]
PARIS 1996-08-22	[('LOC', 0, 0)]
These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .	[('ORG', 9, 10)]
FRONT PAGE	[]
-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .	[('PER', 14, 15), ('LOC', 27, 27), ('MISC', 1, 1)]
-- FLNC Corsican nationalist movement announces end of truce after last night 's attacks .	[('ORG', 1, 1), ('MISC', 2, 2)]
BUSINESS PAGES	[]
-- Shutdown of Bally 's French factories points up shoe industry crisis , with French manufacturers undercut by low-wage country competition and failure to keep abreast of trends .	[('ORG', 3, 3), ('MISC', 5, 5), ('MISC', 14, 14)]
-- Secretary general of the Sud-PTT trade union at France Telecom all the elements are in place for social unrest in the next few weeks .	[('ORG', 9, 10), ('MISC', 5, 5)]
-- Paris Newsroom +33 1 42 21 53 81	[('ORG', 1, 2)]
Well repairs to lift Heidrun oil output - Statoil .	[('ORG', 8, 8), ('LOC', 4, 4)]
OSLO 1996-08-22	[('LOC', 0, 0)]
Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .	[('ORG', 20, 24), ('ORG', 26, 26), ('LOC', 7, 7), ('MISC', 10, 10)]
The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .	[('ORG', 29, 30), ('LOC', 17, 17)]
The wells will be reperforated and gravel will be pumped into the reservoir through one of the wells to avoid plugging problems in the future , it said .	[]
-- Oslo newsroom +47 22 42 50 41	[('LOC', 1, 1)]
Finnish April trade surplus 3.8 billion markka - NCB .	[('ORG', 8, 8), ('MISC', 0, 0)]
HELSINKI 1996-08-22	[('LOC', 0, 0)]
Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .	[('ORG', 18, 20), ('ORG', 22, 22), ('LOC', 0, 0)]
The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .	[('ORG', 19, 19)]
Trade balance ( million markka ) :	[]
April ' 96 March ' 96 Jan-April ' 96 Jan-April ' 95	[]
Imports 10,663 10,725 43,430 40,989	[]
Exports 14,494 14,153 56,126 56,261	[]
Balance +3,831 +3,428 +12,696 +15,272	[]
The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .	[]
The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .	[('ORG', 1, 3)]
The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .	[('ORG', 1, 1), ('ORG', 20, 21), ('LOC', 17, 17)]
-- Helsinki Newsroom +358 - 0 - 680 50 245	[('ORG', 1, 2)]
Dutch state raises tap sale price to 99.95 .	[('MISC', 0, 0)]
AMSTERDAM 1996-08-22	[('LOC', 0, 0)]
The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .	[('ORG', 1, 2), ('MISC', 11, 11)]
Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .	[('MISC', 12, 12), ('MISC', 15, 15)]
The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .	[]
-- Amsterdam newsroom +31 20 504 5000	[('LOC', 1, 1)]
German farm ministry tells consumers to avoid British mutton .	[('MISC', 0, 0), ('MISC', 7, 7)]
BONN 1996-08-22	[('LOC', 0, 0)]
Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .	[('ORG', 2, 3), ('LOC', 0, 0), ('MISC', 13, 13)]
""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television ."	[('ORG', 8, 9), ('ORG', 49, 49), ('PER', 46, 47)]
""" I do not want to say that there is a concrete danger for consumers , "" he added . """	[]
"There are too many holes in what we know , and these must be filled very quickly . """	[]
Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .	[('LOC', 0, 0), ('LOC', 26, 26)]
The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .	[('ORG', 1, 2), ('ORG', 20, 20)]
EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .	[('ORG', 0, 0), ('PER', 3, 4), ('LOC', 25, 25), ('LOC', 27, 27), ('MISC', 35, 37), ('MISC', 39, 39)]
But some members of the EU 's standing veterinary committee questioned whether the action was necessary given the slight risk to human health .	[('ORG', 5, 5)]
The question is being studied separately by two EU scientific committees .	[('ORG', 8, 8)]
Sheep have long been known to contract scrapie , a similar brain-wasting disease to BSE which is believed to have been transferred to cattle through feed containing animal waste .	[('MISC', 14, 14)]
British officials say sheep meat is perfectly safe to eat .	[('MISC', 0, 0)]
ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .	[('ORG', 0, 0), ('LOC', 2, 2), ('LOC', 7, 7)]
It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .	[('MISC', 6, 6)]
After the British government admitted a possible link between mad cow disease and its fatal human equivalent , the EU imposed a worldwide ban on British beef exports .	[('ORG', 19, 19), ('MISC', 2, 2), ('MISC', 25, 25)]
EU leaders agreed at a summit in June to a progressive lifting of the ban as Britain takes parallel measures to eradicate the disease .	[('ORG', 0, 0), ('LOC', 16, 16)]
GOLF - SCORES AT WORLD SERIES OF GOLF .	[('MISC', 4, 7)]
AKRON , Ohio 1996-08-22	[('LOC', 0, 0), ('LOC', 2, 2)]
Scores from the $ 2.1	[]
million NEC World Series of Golf after the first round	[('MISC', 1, 5)]
Thursday at the 7,149 yard , par 70 Firestone C.C course	[('LOC', 8, 9)]
( players U.S. unless stated ) :	[('LOC', 2, 2)]
66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )	[('PER', 1, 2), ('PER', 4, 5), ('PER', 7, 8), ('LOC', 10, 10)]
68 Steve Stricker	[('PER', 1, 2)]
69 Justin Leonard , Mark Brooks	[('PER', 1, 2), ('PER', 4, 5)]
70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand	[('PER', 1, 2), ('PER', 4, 5), ('PER', 7, 8), ('PER', 10, 11)]
( Sweden ) , Nick Faldo ( Britain ) , John Cook , Steve Jones , Phil	[('PER', 4, 5), ('PER', 10, 11), ('PER', 13, 14), ('PER', 16, 16), ('LOC', 1, 1), ('LOC', 7, 7)]
Mickelson , Greg Norman ( Australia )	[('PER', 0, 0), ('PER', 2, 3), ('LOC', 5, 5)]
71 Ernie Els ( South Africa ) , Scott Hoch	[('PER', 1, 2), ('PER', 8, 9), ('LOC', 4, 5)]
72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver	[('PER', 1, 2), ('PER', 4, 5), ('PER', 7, 8), ('PER', 10, 11)]
( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman	[('PER', 4, 5), ('PER', 10, 11), ('PER', 13, 14), ('LOC', 1, 1), ('LOC', 7, 7)]
73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,	[('PER', 1, 2), ('PER', 4, 5), ('PER', 7, 8), ('LOC', 10, 10)]
Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark	[('PER', 0, 1), ('PER', 6, 7), ('PER', 9, 10), ('PER', 12, 12), ('LOC', 3, 3)]
O'Meara , Fred Couples	[('PER', 0, 0), ('PER', 2, 3)]
74 Paul Stankowski , Costantino Rocca ( Italy )	[('PER', 1, 2), ('PER', 4, 5), ('LOC', 7, 7)]
75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki	[('PER', 1, 2), ('PER', 4, 5), ('PER', 10, 11), ('PER', 13, 13), ('LOC', 7, 7)]
Maruyama ( Japan )	[('PER', 0, 0), ('LOC', 2, 2)]
76 Scott McCarron	[('PER', 1, 2)]
77 Wayne Westner ( South Africa ) , Steve Schneiter	[('PER', 1, 2), ('PER', 8, 9), ('LOC', 4, 5)]
79 Tom Watson	[('PER', 1, 2)]
81 Seiki Okuda ( Japan )	[('PER', 1, 2), ('LOC', 4, 4)]
SOCCER - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA .	[('ORG', 2, 3), ('ORG', 6, 7)]
BISTRITA 1996-08-22	[('LOC', 0, 0)]
Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .	[('ORG', 0, 1), ('ORG', 11, 12), ('LOC', 3, 3), ('LOC', 14, 14), ('MISC', 18, 20)]
Scorers :	[]
Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )	[('ORG', 0, 1), ('PER', 3, 4), ('PER', 9, 10)]
F.C. La Valletta - Gilbert Agius ( 24th )	[('ORG', 0, 2), ('PER', 4, 5)]
Attendance : 8,000	[]
Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .	[('ORG', 0, 1), ('MISC', 14, 16)]
REUTER	[('PER', 0, 0)]
HORSE RACING - PIVOTAL ENDS 25-YEAR WAIT FOR TRAINER PRESCOTT .	[('PER', 3, 3), ('PER', 9, 9)]
YORK , England 1996-08-22	[('LOC', 0, 0), ('LOC', 2, 2)]
Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .	[('PER', 1, 2), ('PER', 19, 19), ('MISC', 27, 28)]
The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .	[('PER', 6, 7), ('PER', 20, 20), ('PER', 27, 28), ('PER', 32, 33)]
Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .	[('PER', 0, 2), ('PER', 34, 35), ('LOC', 17, 17), ('MISC', 10, 14)]
Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .	[('PER', 0, 0), ('PER', 3, 4), ('LOC', 19, 19), ('MISC', 17, 17)]
"Prescott , reluctant to go into the winner 's enclosure until the result of the photo-finish was announced , said : "" Twenty-five years and I have never been there so I thought I had better wait a bit longer . """	[('PER', 0, 0)]
"He added : "" It 's very sad to beat Henry Candy because I am godfather to his daughter . """	[('PER', 10, 11)]
Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .	[('PER', 1, 1), ('PER', 3, 4), ('PER', 8, 9)]
"Berry said : "" I`m disappointed but I do n't feel suicidal ."	[('PER', 0, 0)]
"He ( Mind Games ) was going as well as any of them one and a half furlongs ( 300 metres ) out but he just did n't quicken . """	[('PER', 2, 3)]
HORSE RACING - NUNTHORPE STAKES RESULTS .	[]
YORK , England 1996-08-22	[('LOC', 0, 0), ('LOC', 2, 2)]
